Figure Number,Setting,Select Measure,Select Measure 2,Response category,Population,Value type,Reporting Period,Select Group,Value,Low 95% CI,High 95% CI,Reliability
5,Residential Care Community,Volunteers,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,18.7,15.9,21.9,
5,Residential Care Community,Volunteers,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,1.6,1,2.6,
5,Residential Care Community,Volunteers,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,10.8,7.9,14.7,
5,Residential Care Community,Volunteers,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,66.5,62.4,70.4,
5,Residential Care Community,Volunteers,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,21.8,18.5,25.4,
5,Residential Care Community,Volunteers,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,3.6,1.9,6.6,
5,Residential Care Community,Volunteers,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,8.1,6.3,10.4,
5,Residential Care Community,Volunteers,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: South,70.2,66.2,73.9,
5,Residential Care Community,Volunteers,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: South,17.5,14.5,21.1,
5,Residential Care Community,Volunteers,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: South,3.8,2.2,6.4,
5,Residential Care Community,Volunteers,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: South,8.5,6.6,10.8,
5,Residential Care Community,Volunteers,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: West,73.1,69.2,76.7,
5,Residential Care Community,Volunteers,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: West,14.6,11.9,17.8,
5,Residential Care Community,Volunteers,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: West,5.9,4.1,8.5,
5,Residential Care Community,Volunteers,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: West,6.4,4.8,8.5,
5,Residential Care Community,Volunteers,n/a,Always,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,70.3,67.9,72.6,
5,Residential Care Community,Volunteers,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,17.0,15.2,19,
5,Residential Care Community,Volunteers,n/a,Never,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,4.7,3.6,6.2,
5,Residential Care Community,Volunteers,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,8.0,6.8,9.3,
5,Residential Care Community,Volunteers,n/a,Always,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,70.6,65.9,74.9,
5,Residential Care Community,Volunteers,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,20.2,16.6,24.4,
5,Residential Care Community,Volunteers,n/a,Never,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,2.7,1.2,6.4,*
5,Residential Care Community,Volunteers,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,6.5,4.6,9,
5,Residential Care Community,Non-essential consultant personnel,n/a,Always,n/a,Percent,January 2020-July 2021,Total,60.8,58.8,62.9,
5,Residential Care Community,Non-essential consultant personnel,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Total,28.9,27.1,30.7,
5,Residential Care Community,Non-essential consultant personnel,n/a,Never,n/a,Percent,January 2020-July 2021,Total,3.3,2.4,4.4,
5,Residential Care Community,Non-essential consultant personnel,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Total,7.0,6,8.1,
5,Residential Care Community,Non-essential consultant personnel,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,46.1,40.6,51.7,
5,Residential Care Community,Non-essential consultant personnel,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,42.2,36.7,47.8,
5,Residential Care Community,Non-essential consultant personnel,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,2.0,1.3,3.1,
5,Residential Care Community,Non-essential consultant personnel,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: Northeast,9.7,6.9,13.6,
5,Residential Care Community,Non-essential consultant personnel,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,49.7,45.7,53.8,
5,Residential Care Community,Non-essential consultant personnel,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,40.8,36.9,44.7,
5,Residential Care Community,Non-essential consultant personnel,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,2.0,0.9,4.7,
5,Residential Care Community,Non-essential consultant personnel,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: Midwest,7.4,5.8,9.5,
5,Residential Care Community,Non-essential consultant personnel,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: South,60.4,56.7,64,
5,Residential Care Community,Non-essential consultant personnel,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: South,29.3,26.1,32.8,
5,Residential Care Community,Non-essential consultant personnel,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: South,2.4,1.3,4.6,
5,Residential Care Community,Non-essential consultant personnel,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: South,7.8,6,10.2,
5,Residential Care Community,Non-essential consultant personnel,n/a,Always,n/a,Percent,January 2020-July 2021,US Census Region: West,70.9,67.2,74.3,
5,Residential Care Community,Non-essential consultant personnel,n/a,Sometimes,n/a,Percent,January 2020-July 2021,US Census Region: West,18.6,15.8,21.7,
5,Residential Care Community,Non-essential consultant personnel,n/a,Never,n/a,Percent,January 2020-July 2021,US Census Region: West,4.9,3.3,7.3,
5,Residential Care Community,Non-essential consultant personnel,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,US Census Region: West,5.6,4.2,7.4,
5,Residential Care Community,Non-essential consultant personnel,n/a,Always,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,62.1,59.8,64.4,
5,Residential Care Community,Non-essential consultant personnel,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,27.2,25.3,29.3,
5,Residential Care Community,Non-essential consultant personnel,n/a,Never,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,3.5,2.5,4.7,
5,Residential Care Community,Non-essential consultant personnel,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Metropolitan,7.2,6.2,8.4,
5,Residential Care Community,Non-essential consultant personnel,n/a,Always,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,54.0,49.4,58.6,
5,Residential Care Community,Non-essential consultant personnel,n/a,Sometimes,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,37.9,33.6,42.4,
5,Residential Care Community,Non-essential consultant personnel,n/a,Never,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,2.3,0.9,6.1,*
5,Residential Care Community,Non-essential consultant personnel,n/a,Don't know/missing,n/a,Percent,January 2020-July 2021,Metropolitan Statistical Area: Non-metropolitan,5.7,4.1,7.8,
